mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,pitch,energy,label
-827.70263671875,-2.3187415599823,0.47267359495162964,-0.6453828811645508,0.5609613656997681,6.935488700866699,-11.662541389465332,1.547402262687683,-11.39501667022705,-3.247781991958618,-12.670719146728516,1.578613519668579,-1.9249963760375977,217.9200439453125,55.285430908203125,26.466594696044922,19.481056213378906,15.595438003540039,17.080089569091797,17.404468536376953,8.666693687438965,13.819169044494629,8.7410249710083,15.310711860656738,9.34247875213623,9.60976791381836,72.81414328959262,0.000534500926733017,happy
-745.906982421875,-0.06044560670852661,-26.150617599487305,-4.8085551261901855,-3.2409698963165283,-3.811290979385376,-13.336097717285156,1.6032562255859375,-14.318227767944336,-5.473021507263184,-3.1002092361450195,-3.17842960357666,-5.5462846755981445,182.509521484375,43.388343811035156,37.74103546142578,22.424991607666016,14.215252876281738,15.102836608886719,18.65133285522461,11.285910606384277,15.634446144104004,10.499690055847168,11.173479080200195,10.335404396057129,9.98599910736084,129.4077726334279,0.0012279110960662365,happy
-710.1002807617188,-1.6849842071533203,-20.5156192779541,-3.226691246032715,-10.145782470703125,8.544357299804688,-11.016256332397461,-3.4860172271728516,-18.772912979125977,-2.5691049098968506,-12.08333969116211,-4.732324600219727,3.1027138233184814,183.82171630859375,50.57186508178711,27.515167236328125,21.818586349487305,20.47490882873535,18.752838134765625,16.0504150390625,12.650205612182617,14.335511207580566,10.462761878967285,10.190882682800293,13.93519115447998,9.067127227783203,360.42958954888377,0.0013570896117016673,happy
-812.962890625,-2.1608312129974365,-18.41111946105957,-4.016444683074951,-5.518828868865967,-4.834042549133301,-13.848590850830078,-1.5878407955169678,-13.931517601013184,-7.853673934936523,-5.700228691101074,-2.600435495376587,-7.251676559448242,208.41812133789062,45.37242889404297,34.74189758300781,19.677772521972656,15.054245948791504,15.564061164855957,18.32112693786621,13.439661026000977,16.420936584472656,13.595564842224121,10.656145095825195,10.289253234863281,9.235875129699707,105.40699431360432,0.0007292971131391823,happy
-825.8135986328125,-12.70843505859375,1.4801106452941895,5.815678119659424,0.27054885029792786,8.482678413391113,-6.939741134643555,1.5362162590026855,-4.236332416534424,-4.15165376663208,-11.280250549316406,-0.9601901173591614,2.8407163619995117,174.60794067382812,60.1902961730957,28.142349243164062,24.81863784790039,17.765052795410156,18.199954986572266,19.591197967529297,14.497178077697754,10.688525199890137,12.779714584350586,14.498361587524414,7.692403316497803,9.453180313110352,81.37180177811173,0.00037642029928974807,happy
-760.1742553710938,-5.712949752807617,-45.40644836425781,-11.509774208068848,6.6649885177612305,-0.6951958537101746,-27.080564498901367,-12.170829772949219,-14.200140953063965,-8.1239013671875,-0.8629582524299622,-0.8949991464614868,-12.630576133728027,141.70301818847656,50.03138732910156,29.10416603088379,26.02985954284668,18.133800506591797,15.79598617553711,17.936681747436523,9.73735237121582,13.705452919006348,13.22294807434082,10.3290433883667,9.201042175292969,11.652154922485352,497.9066072619579,0.0006227677804417908,happy
-790.1666870117188,-15.852325439453125,-14.821009635925293,4.276049613952637,4.165123462677002,12.64008617401123,-9.476974487304688,3.073810577392578,-11.661871910095215,-1.446782112121582,1.6260088682174683,2.056119203567505,-1.2867660522460938,152.2391357421875,63.902156829833984,28.911508560180664,19.314523696899414,17.093233108520508,17.212387084960938,21.546058654785156,13.388089179992676,13.304935455322266,11.391657829284668,8.280709266662598,9.48956298828125,10.081697463989258,934.7735062079608,0.00032629549968987703,happy
-796.9924926757812,-16.38800048828125,-8.917620658874512,-3.197718858718872,3.6297242641448975,4.8907880783081055,-10.582094192504883,5.477866172790527,-12.69662094116211,-0.21487437188625336,-1.036547064781189,-2.961451768875122,-1.3077653646469116,182.7775421142578,61.141395568847656,33.71054458618164,26.538978576660156,13.634713172912598,12.450716018676758,19.8609619140625,12.565727233886719,14.656351089477539,11.071877479553223,10.804868698120117,11.504098892211914,8.957576751708984,587.0227606301768,0.0005885445862077177,happy
-847.9893798828125,3.23085618019104,4.409798622131348,7.902798175811768,5.153326034545898,18.045238494873047,-4.107982158660889,-1.8668522834777832,-6.121788024902344,-7.370519161224365,-7.090786933898926,-0.437507301568985,-2.721857786178589,144.8076934814453,69.53362274169922,24.968852996826172,22.266019821166992,13.793561935424805,13.507580757141113,13.871529579162598,8.54524040222168,8.642871856689453,13.361778259277344,10.687851905822754,6.2940568923950195,5.81264591217041,192.41684672315054,0.000183486205060035,happy
-704.0222778320312,-6.639847278594971,-6.287474155426025,-10.604020118713379,-1.4515516757965088,4.507298946380615,-17.317598342895508,1.8812296390533447,-17.13047218322754,-7.734991073608398,-6.142523765563965,-1.432440161705017,-7.25729513168335,206.92236328125,43.98902130126953,28.972219467163086,22.539684295654297,12.379465103149414,13.968239784240723,21.962053298950195,12.228771209716797,17.539684295654297,17.74369239807129,11.143291473388672,9.080157279968262,11.167414665222168,116.27335758369114,0.00220149545930326,happy
